r_m,Bx_T,By_T,Bz_T,Brho_xy_T
8.373749999999999033e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.020584470620773138e-05,0.000000000000000000e+00
8.409999999999999507e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.021066830576557298e-05,0.000000000000000000e+00
8.446249999999998898e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.021551850089371595e-05,0.000000000000000000e+00
8.482499999999999372e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.022039537693812940e-05,0.000000000000000000e+00
8.518749999999998762e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.022529901987338594e-05,0.000000000000000000e+00
8.554999999999999237e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.023022951630702894e-05,0.000000000000000000e+00
8.591249999999998627e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.023518695348398559e-05,0.000000000000000000e+00
8.627499999999999102e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.024017141929079869e-05,0.000000000000000000e+00
8.663749999999999576e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.024518300226022095e-05,0.000000000000000000e+00
8.699999999999998967e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.025022179157555516e-05,0.000000000000000000e+00
8.736249999999999441e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.025528787707526889e-05,0.000000000000000000e+00
8.772499999999998832e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.026038134925754296e-05,0.000000000000000000e+00
8.808749999999999306e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.026550229928483536e-05,0.000000000000000000e+00
8.844999999999998697e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.027065081898858897e-05,0.000000000000000000e+00
8.881249999999999171e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.027582700087389538e-05,0.000000000000000000e+00
8.917499999999998561e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.028103093812429923e-05,0.000000000000000000e+00
8.953749999999999036e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.028626272460652300e-05,0.000000000000000000e+00
8.989999999999999511e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.029152245487537127e-05,0.000000000000000000e+00
9.026249999999998901e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.029681022417858426e-05,0.000000000000000000e+00
9.062499999999999375e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.030212612846179127e-05,0.000000000000000000e+00
9.098749999999998766e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.030747026437350650e-05,0.000000000000000000e+00
9.134999999999999240e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.031284272927015529e-05,0.000000000000000000e+00
9.171249999999998631e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.031824362122118518e-05,0.000000000000000000e+00
9.207499999999999105e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.032367303901417687e-05,0.000000000000000000e+00
9.243749999999998496e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.032913108216007548e-05,0.000000000000000000e+00
9.279999999999998970e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.033461785089837275e-05,0.000000000000000000e+00
9.316249999999999445e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.034013344620248904e-05,0.000000000000000000e+00
9.352499999999998835e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.034567796978503683e-05,0.000000000000000000e+00
9.388749999999999310e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.035125152410328404e-05,0.000000000000000000e+00
9.424999999999998700e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.035685421236458693e-05,0.000000000000000000e+00
9.461249999999999175e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.036248613853189752e-05,0.000000000000000000e+00
9.497499999999998565e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.036814740732933870e-05,0.000000000000000000e+00
9.533749999999999039e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.037383812424783709e-05,0.000000000000000000e+00
9.569999999999998430e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.037955839555078621e-05,0.000000000000000000e+00
9.606249999999998904e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.038530832827980806e-05,0.000000000000000000e+00
9.642499999999999379e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.039108803026049261e-05,0.000000000000000000e+00
9.678749999999998769e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.039689761010832529e-05,0.000000000000000000e+00
9.714999999999999244e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.040273717723457394e-05,0.000000000000000000e+00
9.751249999999998634e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.040860684185221288e-05,0.000000000000000000e+00
9.787499999999998024e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.041450671498205041e-05,0.000000000000000000e+00
9.823749999999999583e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.042043690845872578e-05,0.000000000000000000e+00
9.859999999999998974e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.042639753493695013e-05,0.000000000000000000e+00
9.896249999999998364e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.043238870789765933e-05,0.000000000000000000e+00
9.932499999999999923e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.043841054165434809e-05,0.000000000000000000e+00
9.968749999999999313e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.044446315135936513e-05,0.000000000000000000e+00
1.000499999999999870e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.045054665301039296e-05,0.000000000000000000e+00
1.004124999999999809e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.045666116345685825e-05,0.000000000000000000e+00
1.007749999999999965e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.046280680040653019e-05,0.000000000000000000e+00
1.011374999999999904e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.046898368243206637e-05,0.000000000000000000e+00
1.014999999999999843e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.047519192897779243e-05,0.000000000000000000e+00
1.018624999999999782e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.048143166036630385e-05,0.000000000000000000e+00
1.022249999999999938e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.048770299780545734e-05,0.000000000000000000e+00
1.025874999999999877e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.049400606339509968e-05,0.000000000000000000e+00
1.029499999999999816e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.050034098013410996e-05,0.000000000000000000e+00
1.033124999999999972e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.050670787192742992e-05,0.000000000000000000e+00
1.036749999999999911e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.051310686359313503e-05,0.000000000000000000e+00
1.040374999999999850e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.051953808086962406e-05,0.000000000000000000e+00
1.043999999999999789e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.052600165042284261e-05,0.000000000000000000e+00
1.047624999999999945e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.053249769985371326e-05,0.000000000000000000e+00
1.051249999999999884e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.053902635770536247e-05,0.000000000000000000e+00
1.054874999999999823e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.054558775347075405e-05,0.000000000000000000e+00
1.058499999999999979e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.055218201760016672e-05,0.000000000000000000e+00
1.062124999999999918e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.055880928150885644e-05,0.000000000000000000e+00
1.065749999999999857e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.056546967758475249e-05,0.000000000000000000e+00
1.069374999999999796e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.057216333919628069e-05,0.000000000000000000e+00
1.072999999999999952e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.057889040070021372e-05,0.000000000000000000e+00
1.076624999999999891e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.058565099744963658e-05,0.000000000000000000e+00
1.080249999999999830e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.059244526580202732e-05,0.000000000000000000e+00
1.083874999999999986e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.059927334312732077e-05,0.000000000000000000e+00
1.087499999999999925e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.060613536781614171e-05,0.000000000000000000e+00
1.091124999999999864e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.061303147928815322e-05,0.000000000000000000e+00
1.094749999999999803e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.061996181800041860e-05,0.000000000000000000e+00
1.098374999999999959e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.062692652545583103e-05,0.000000000000000000e+00
1.101999999999999898e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.063392574421174823e-05,0.000000000000000000e+00
1.105624999999999837e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.064095961788860003e-05,0.000000000000000000e+00
1.109249999999999776e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.064802829117867374e-05,0.000000000000000000e+00
1.112874999999999932e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.065513190985492674e-05,0.000000000000000000e+00
1.116499999999999871e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.066227062077997346e-05,0.000000000000000000e+00
1.120124999999999810e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.066944457191502161e-05,0.000000000000000000e+00
1.123749999999999966e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.067665391232912682e-05,0.000000000000000000e+00
1.127374999999999905e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.068389879220829658e-05,0.000000000000000000e+00
1.130999999999999844e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.069117936286490250e-05,0.000000000000000000e+00
1.134624999999999783e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.069849577674708567e-05,0.000000000000000000e+00
1.138249999999999939e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.070584818744824014e-05,0.000000000000000000e+00
1.141874999999999878e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.071323674971670632e-05,0.000000000000000000e+00
1.145499999999999817e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.072066161946544748e-05,0.000000000000000000e+00
1.149124999999999973e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.072812295378192616e-05,0.000000000000000000e+00
1.152749999999999912e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.073562091093805342e-05,0.000000000000000000e+00
1.156374999999999851e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.074315565040016691e-05,0.000000000000000000e+00
1.159999999999999790e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.075072733283932906e-05,0.000000000000000000e+00
1.163624999999999946e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.075833612014146269e-05,0.000000000000000000e+00
1.167249999999999885e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.076598217541781187e-05,0.000000000000000000e+00
1.170874999999999824e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.077366566301541635e-05,0.000000000000000000e+00
1.174499999999999763e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.078138674852771128e-05,0.000000000000000000e+00
1.178124999999999919e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.078914559880531000e-05,0.000000000000000000e+00
1.181749999999999858e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.079694238196675790e-05,0.000000000000000000e+00
1.185374999999999797e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.080477726740960490e-05,0.000000000000000000e+00
1.188999999999999953e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.081265042582136773e-05,0.000000000000000000e+00
1.192624999999999892e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.082056202919085813e-05,0.000000000000000000e+00
1.196249999999999831e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.082851225081943823e-05,0.000000000000000000e+00
1.199874999999999770e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.083650126533248601e-05,0.000000000000000000e+00
1.203499999999999926e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.084452924869101827e-05,0.000000000000000000e+00
1.207124999999999865e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.085259637820334239e-05,0.000000000000000000e+00
1.210749999999999804e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.086070283253692841e-05,0.000000000000000000e+00
1.214374999999999960e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.086884879173040126e-05,0.000000000000000000e+00
1.217999999999999899e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.087703443720560929e-05,0.000000000000000000e+00
1.221624999999999838e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.088525995177988937e-05,0.000000000000000000e+00
1.225249999999999777e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.089352551967843517e-05,0.000000000000000000e+00
1.228874999999999933e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.090183132654681809e-05,0.000000000000000000e+00
1.232499999999999872e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.091017755946366560e-05,0.000000000000000000e+00
1.236124999999999811e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.091856440695337519e-05,0.000000000000000000e+00
1.239749999999999967e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.092699205899917567e-05,0.000000000000000000e+00
1.243374999999999906e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.093546070705617484e-05,0.000000000000000000e+00
1.246999999999999845e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.094397054406452574e-05,0.000000000000000000e+00
1.250624999999999784e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.095252176446292502e-05,0.000000000000000000e+00
1.254249999999999940e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.096111456420206550e-05,0.000000000000000000e+00
1.257874999999999879e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.096974914075838347e-05,0.000000000000000000e+00
1.261499999999999818e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.097842569314787387e-05,0.000000000000000000e+00
1.265124999999999757e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.098714442194012219e-05,0.000000000000000000e+00
1.268749999999999913e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.099590552927243129e-05,0.000000000000000000e+00
1.272374999999999852e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.100470921886422776e-05,0.000000000000000000e+00
1.275999999999999791e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.101355569603142927e-05,0.000000000000000000e+00
1.279624999999999947e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.102244516770126595e-05,0.000000000000000000e+00
1.283249999999999886e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.103137784242693747e-05,0.000000000000000000e+00
1.286874999999999825e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.104035393040274104e-05,0.000000000000000000e+00
1.290499999999999764e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.104937364347916382e-05,0.000000000000000000e+00
1.294124999999999919e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.105843719517833962e-05,0.000000000000000000e+00
1.297749999999999859e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.106754480070937845e-05,0.000000000000000000e+00
1.301374999999999798e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.107669667698425354e-05,0.000000000000000000e+00
1.304999999999999953e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.108589304263365771e-05,0.000000000000000000e+00
1.308624999999999892e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.109513411802298188e-05,0.000000000000000000e+00
1.312249999999999832e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.110442012526865089e-05,0.000000000000000000e+00
1.315874999999999771e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.111375128825458477e-05,0.000000000000000000e+00
1.319499999999999926e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.112312783264880227e-05,0.000000000000000000e+00
1.323124999999999865e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.113254998592026496e-05,0.000000000000000000e+00
1.326749999999999804e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.114201797735594664e-05,0.000000000000000000e+00
1.330374999999999960e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.115153203807802300e-05,0.000000000000000000e+00
1.333999999999999899e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.116109240106137476e-05,0.000000000000000000e+00
1.337624999999999838e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.117069930115115848e-05,0.000000000000000000e+00
1.341249999999999777e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.118035297508076366e-05,0.000000000000000000e+00
1.344874999999999933e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.119005366148972921e-05,0.000000000000000000e+00
1.348499999999999872e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.119980160094222059e-05,0.000000000000000000e+00
1.352124999999999811e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.120959703594535287e-05,0.000000000000000000e+00
1.355749999999999750e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.121944021096803548e-05,0.000000000000000000e+00
1.359374999999999906e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.122933137245986952e-05,0.000000000000000000e+00
1.362999999999999845e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.123927076887031106e-05,0.000000000000000000e+00
1.366624999999999784e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.124925865066813424e-05,0.000000000000000000e+00
1.370249999999999940e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.125929527036096724e-05,0.000000000000000000e+00
1.373874999999999879e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.126938088251529582e-05,0.000000000000000000e+00
1.377499999999999818e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.127951574377644990e-05,0.000000000000000000e+00
1.381124999999999757e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.128970011288908651e-05,0.000000000000000000e+00
1.384749999999999913e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.129993425071768123e-05,0.000000000000000000e+00
1.388374999999999852e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.131021842026747188e-05,0.000000000000000000e+00
1.391999999999999791e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.132055288670551922e-05,0.000000000000000000e+00
1.395624999999999947e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.133093791738209277e-05,0.000000000000000000e+00
1.399249999999999886e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.134137378185231931e-05,0.000000000000000000e+00
1.402874999999999825e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.135186075189804310e-05,0.000000000000000000e+00
1.406499999999999764e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.136239910155000800e-05,0.000000000000000000e+00
1.410124999999999920e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.137298910711031733e-05,0.000000000000000000e+00
1.413749999999999859e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.138363104717508872e-05,0.000000000000000000e+00
1.417374999999999798e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.139432520265750176e-05,0.000000000000000000e+00
1.420999999999999737e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.140507185681110165e-05,0.000000000000000000e+00
1.424624999999999893e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.141587129525325522e-05,0.000000000000000000e+00
1.428249999999999832e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.142672380598914227e-05,0.000000000000000000e+00
1.431874999999999771e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.143762967943583843e-05,0.000000000000000000e+00
1.435499999999999927e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.144858920844680965e-05,0.000000000000000000e+00
1.439124999999999866e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.145960268833664896e-05,0.000000000000000000e+00
1.442749999999999805e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.147067041690619775e-05,0.000000000000000000e+00
1.446374999999999744e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.148179269446789580e-05,0.000000000000000000e+00
1.449999999999999900e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.149296982387152260e-05,0.000000000000000000e+00
1.453624999999999839e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.150420211053021651e-05,0.000000000000000000e+00
1.457249999999999778e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.151548986244688354e-05,0.000000000000000000e+00
1.460874999999999934e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.152683339024082979e-05,0.000000000000000000e+00
1.464499999999999873e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.153823300717489865e-05,0.000000000000000000e+00
1.468124999999999812e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.154968902918270125e-05,0.000000000000000000e+00
1.471749999999999751e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.156120177489654650e-05,0.000000000000000000e+00
1.475374999999999907e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.157277156567540507e-05,0.000000000000000000e+00
1.478999999999999846e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.158439872563334086e-05,0.000000000000000000e+00
1.482624999999999785e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.159608358166845921e-05,0.000000000000000000e+00
1.486249999999999941e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.160782646349193474e-05,0.000000000000000000e+00
1.489874999999999880e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.161962770365767948e-05,0.000000000000000000e+00
1.493499999999999819e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.163148763759224150e-05,0.000000000000000000e+00
1.497124999999999758e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.164340660362515913e-05,0.000000000000000000e+00
1.500749999999999914e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.165538494301966593e-05,0.000000000000000000e+00
1.504374999999999853e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.166742300000387167e-05,0.000000000000000000e+00
1.507999999999999792e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.167952112180220585e-05,0.000000000000000000e+00
1.511624999999999731e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.169167965866742884e-05,0.000000000000000000e+00
1.515249999999999887e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.170389896391297491e-05,0.000000000000000000e+00
1.518874999999999826e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.171617939394576295e-05,0.000000000000000000e+00
1.522499999999999765e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.172852130829937980e-05,0.000000000000000000e+00
1.526124999999999921e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.174092506966777017e-05,0.000000000000000000e+00
1.529749999999999860e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.175339104393929241e-05,0.000000000000000000e+00
1.533374999999999799e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.176591960023136560e-05,0.000000000000000000e+00
1.536999999999999738e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.177851111092536723e-05,0.000000000000000000e+00
1.540624999999999894e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.179116595170221542e-05,0.000000000000000000e+00
1.544249999999999833e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.180388450157828143e-05,0.000000000000000000e+00
1.547874999999999772e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.181666714294178492e-05,0.000000000000000000e+00
1.551499999999999928e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.182951426158980762e-05,0.000000000000000000e+00
1.555124999999999867e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.184242624676563734e-05,0.000000000000000000e+00
1.558749999999999806e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.185540349119669978e-05,0.000000000000000000e+00
1.562374999999999745e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.186844639113302397e-05,0.000000000000000000e+00
1.565999999999999901e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.188155534638619736e-05,0.000000000000000000e+00
1.569624999999999840e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.189473076036881043e-05,0.000000000000000000e+00
1.573249999999999779e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.190797304013454334e-05,0.000000000000000000e+00
1.576874999999999718e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.192128259641863214e-05,0.000000000000000000e+00
1.580499999999999874e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.193465984367910567e-05,0.000000000000000000e+00
1.584124999999999813e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.194810520013835968e-05,0.000000000000000000e+00
1.587749999999999752e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.196161908782548978e-05,0.000000000000000000e+00
1.591374999999999908e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.197520193261911581e-05,0.000000000000000000e+00
1.594999999999999847e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.198885416429072782e-05,0.000000000000000000e+00
1.598624999999999786e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.200257621654884705e-05,0.000000000000000000e+00
1.602249999999999725e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.201636852708355273e-05,0.000000000000000000e+00
1.605874999999999881e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.203023153761179663e-05,0.000000000000000000e+00
1.609499999999999820e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.204416569392324790e-05,0.000000000000000000e+00
1.613124999999999759e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.205817144592686632e-05,0.000000000000000000e+00
1.616749999999999915e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.207224924769805153e-05,0.000000000000000000e+00
1.620374999999999854e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.208639955752647163e-05,0.000000000000000000e+00
1.623999999999999793e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.210062283796463031e-05,0.000000000000000000e+00
1.627624999999999732e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.211491955587698291e-05,0.000000000000000000e+00
1.631249999999999888e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.212929018248992155e-05,0.000000000000000000e+00
1.634874999999999827e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.214373519344224814e-05,0.000000000000000000e+00
1.638499999999999766e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.215825506883662988e-05,0.000000000000000000e+00
1.642124999999999922e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.217285029329152752e-05,0.000000000000000000e+00
1.645749999999999861e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.218752135599406543e-05,0.000000000000000000e+00
1.649374999999999800e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.220226875075353531e-05,0.000000000000000000e+00
1.652999999999999739e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.221709297605569266e-05,0.000000000000000000e+00
1.656624999999999895e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.223199453511793084e-05,0.000000000000000000e+00
1.660249999999999834e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.224697393594506326e-05,0.000000000000000000e+00
1.663874999999999773e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.226203169138603395e-05,0.000000000000000000e+00
1.667499999999999712e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.227716831919154794e-05,0.000000000000000000e+00
1.671124999999999867e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.229238434207224893e-05,0.000000000000000000e+00
1.674749999999999807e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.230768028775806747e-05,0.000000000000000000e+00
