z_m,Bx_T,By_T,Bz_T
-8.850000000000000444e-04,-3.002564491620131627e-11,-2.093163378470504996e-09,8.691877868569740118e-06
-8.800000000000000313e-04,-2.993225368971523605e-11,-2.086369878442834964e-09,8.702109932615254351e-06
-8.750000000000000182e-04,-2.983780579496483899e-11,-2.079505756814378693e-09,8.712304082061663772e-06
-8.700000000000000051e-04,-2.974230136683226372e-11,-2.072571045937954170e-09,8.722460030009693429e-06
-8.649999999999999920e-04,-2.964574060785764632e-11,-2.065565782530460629e-09,8.732577489821830347e-06
-8.599999999999999789e-04,-2.954812378855220815e-11,-2.058490007691302344e-09,8.742656175138869475e-06
-8.550000000000000742e-04,-2.944945124758354432e-11,-2.051343766922582595e-09,8.752695799896659522e-06
-8.500000000000000611e-04,-2.934972339261852073e-11,-2.044127110146863231e-09,8.762696078342806452e-06
-8.450000000000000479e-04,-2.924894069960114543e-11,-2.036840091725680280e-09,8.772656725053541295e-06
-8.400000000000000348e-04,-2.914710371436019409e-11,-2.029482770477150492e-09,8.782577454950562550e-06
-8.350000000000000217e-04,-2.904421305216584120e-11,-2.022055209694041513e-09,8.792457983317959904e-06
-8.300000000000000086e-04,-2.894026939820859770e-11,-2.014557477159719922e-09,8.802298025819244677e-06
-8.249999999999999955e-04,-2.883527350771222104e-11,-2.006989645165523271e-09,8.812097298514309115e-06
-8.199999999999999824e-04,-2.872922620666370217e-11,-1.999351790526662215e-09,8.821855517876661817e-06
-8.149999999999999693e-04,-2.862212839170449122e-11,-1.991643994597903029e-09,8.831572400810402273e-06
-8.099999999999999561e-04,-2.851398103065906592e-11,-1.983866343288824131e-09,8.841247664667576574e-06
-8.049999999999999430e-04,-2.840478516278680813e-11,-1.976018927078682582e-09,8.850881027265351846e-06
-8.000000000000000383e-04,-2.829454189872286040e-11,-1.968101841030998106e-09,8.860472206903285562e-06
-7.950000000000000252e-04,-2.818325242132929483e-11,-1.960115184807460897e-09,8.870020922380764255e-06
-7.900000000000000121e-04,-2.807091798550692947e-11,-1.952059062681298851e-09,8.879526893014269437e-06
-7.849999999999999990e-04,-2.795753991845671741e-11,-1.943933583550207232e-09,8.888989838654901018e-06
-7.799999999999999859e-04,-2.784311962032577482e-11,-1.935738860949679925e-09,8.898409479705812630e-06
-7.749999999999999728e-04,-2.772765856389801540e-11,-1.927475013063935665e-09,8.907785537139699473e-06
-7.700000000000000681e-04,-2.761115829526954339e-11,-1.919142162738485806e-09,8.917117732516392878e-06
-7.650000000000000550e-04,-2.749362043357113441e-11,-1.910740437491406726e-09,8.926405788000363401e-06
-7.600000000000000418e-04,-2.737504667187689343e-11,-1.902269969523313141e-09,8.935649426378433974e-06
-7.550000000000000287e-04,-2.725543877678818286e-11,-1.893730895727834763e-09,8.944848371077330425e-06
-7.500000000000000156e-04,-2.713479858892083199e-11,-1.885123357701779456e-09,8.954002346181442069e-06
-7.450000000000000025e-04,-2.701312802300315783e-11,-1.876447501753901759e-09,8.963111076450445074e-06
-7.399999999999999894e-04,-2.689042906813073679e-11,-1.867703478913600283e-09,8.972174287337115564e-06
-7.349999999999999763e-04,-2.676670378777178134e-11,-1.858891444939477370e-09,8.981191705005020748e-06
-7.299999999999999632e-04,-2.664195432020471854e-11,-1.850011560326594920e-09,8.990163056346340493e-06
-7.249999999999999500e-04,-2.651618287856906165e-11,-1.841063990314363415e-09,8.999088068999646549e-06
-7.199999999999999369e-04,-2.638939175074298742e-11,-1.832048904892388640e-09,9.007966471367734283e-06
-7.149999999999999238e-04,-2.626158329981979211e-11,-1.822966478807222098e-09,9.016797992635442558e-06
-7.100000000000000191e-04,-2.613275996420384443e-11,-1.813816891567853280e-09,9.025582362787536297e-06
-7.050000000000000060e-04,-2.600292425737401190e-11,-1.804600327450957510e-09,9.034319312626538215e-06
-6.999999999999999929e-04,-2.587207876861054580e-11,-1.795316975505052936e-09,9.043008573790643569e-06
-6.949999999999999798e-04,-2.574022616259927528e-11,-1.785967029554839095e-09,9.051649878771570530e-06
-6.900000000000000751e-04,-2.560736917957243480e-11,-1.776550688205056539e-09,9.060242960932476624e-06
-6.850000000000000620e-04,-2.547351063571584385e-11,-1.767068154842548373e-09,9.068787554525873477e-06
-6.800000000000000488e-04,-2.533865342301339695e-11,-1.757519637639791905e-09,9.077283394711489048e-06
-6.750000000000000357e-04,-2.520280050915814176e-11,-1.747905349555641865e-09,9.085730217574250139e-06
-6.700000000000000226e-04,-2.506595493795490921e-11,-1.738225508337808848e-09,9.094127760142078554e-06
-6.650000000000000095e-04,-2.492811982907277976e-11,-1.728480336522331779e-09,9.102475760403912574e-06
-6.599999999999999964e-04,-2.478929837857840804e-11,-1.718670061435081104e-09,9.110773957327509897e-06
-6.549999999999999833e-04,-2.464949385794009743e-11,-1.708794915190358170e-09,9.119022090877414898e-06
