r_m,Bx_T,By_T,Bz_T,Brho_xy_T_z_probe
1.594999999999999738e-04,2.226429035906229276e-10,3.017076769021028734e-12,9.703360462928772544e-06,2.226633451457459365e-10
1.631249999999999942e-04,2.277502738222850067e-10,3.019006646407926752e-12,9.704176964730017104e-06,2.277702825815010949e-10
1.667499999999999874e-04,2.328609150317220171e-10,3.020952654595173168e-12,9.705011987523078218e-06,2.328805099280576448e-10
1.703749999999999807e-04,2.379749017719968722e-10,3.022914828931180353e-12,9.705865543305879428e-06,2.379941005307789856e-10
1.739999999999999739e-04,2.430923087222343457e-10,3.024893205159872566e-12,9.706737644346874743e-06,2.431111279616972268e-10
1.776249999999999672e-04,2.482132106905076213e-10,3.026887819422179964e-12,9.707628303185499255e-06,2.482316660121380975e-10
1.812499999999999875e-04,2.533376826167252568e-10,3.028898708257789095e-12,9.708537532632645177e-06,2.533557886865770882e-10
1.848749999999999808e-04,2.584657995755308655e-10,3.030925908606387301e-12,9.709465345771164978e-06,2.584835701975697126e-10
1.884999999999999740e-04,2.635976367792120002e-10,3.032969457810080446e-12,9.710411755956298288e-06,2.636150849616110030e-10
1.921249999999999672e-04,2.687332695806205147e-10,3.035029393614184958e-12,9.711376776816298703e-06,2.687504075958035758e-10
1.957499999999999876e-04,2.738727734761014549e-10,3.037105754169727541e-12,9.712360422252821725e-06,2.738896129152290057e-10
1.993749999999999808e-04,2.790162241084309975e-10,3.039198578035092275e-12,9.713362706441521074e-06,2.790327759309341587e-10
2.029999999999999741e-04,2.841636972697695368e-10,3.041307904177307827e-12,9.714383643832584013e-06,2.841799718484630494e-10
2.066249999999999673e-04,2.893152689046194757e-10,3.043433771974076633e-12,9.715423249151226013e-06,2.893312760668584861e-10
2.102499999999999877e-04,2.944710151128017314e-10,3.045576221216295211e-12,9.716481537398331114e-06,2.944867641780919361e-10
2.138749999999999809e-04,2.996310121524333792e-10,3.047735292108448772e-12,9.717558523850958449e-06,2.996465119668547663e-10
2.174999999999999742e-04,3.047953364429268541e-10,3.049911025272073418e-12,9.718654224062911446e-06,3.048105954106895063e-10
2.211249999999999674e-04,3.099640645679965975e-10,3.052103461746363206e-12,9.719768653865406991e-06,3.099790906804108320e-10
2.247499999999999878e-04,3.151372732786743885e-10,3.054312642990499816e-12,9.720901829367610748e-06,3.151520741407853005e-10
2.283749999999999810e-04,3.203150394963420470e-10,3.056538610886302524e-12,9.722053766957235166e-06,3.203296223514506588e-10
2.319999999999999743e-04,3.254974403157766989e-10,3.058781407739279140e-12,9.723224483301228963e-06,3.255118120680460821e-10
2.356249999999999675e-04,3.306845530082020389e-10,3.061041076280557443e-12,9.724413995346370052e-06,3.306987202435247547e-10
2.392499999999999607e-04,3.358764550243602202e-10,3.063317659669704377e-12,9.725622320319894033e-06,3.358904240296455865e-10
2.428749999999999811e-04,3.410732239975936715e-10,3.065611201496084765e-12,9.726849475730205708e-06,3.410870007786157872e-10
2.464999999999999743e-04,3.462749377469382869e-10,3.067921745781544795e-12,9.728095479367482163e-06,3.462885280448721480e-10
2.501249999999999676e-04,3.514816742802339873e-10,3.070249336981525161e-12,9.729360349304402915e-06,3.514950835869937933e-10
2.537499999999999608e-04,3.566935117972464477e-10,3.072594019988157337e-12,9.730644103896841086e-06,3.567067453697281528e-10
2.573749999999999541e-04,3.619105286928034047e-10,3.074955840131699026e-12,9.731946761784512234e-06,3.619235915661249841e-10
2.609999999999999473e-04,3.671328035599487994e-10,3.077334843183130404e-12,9.733268341891755315e-06,3.671457005597710012e-10
2.646249999999999948e-04,3.723604151931027108e-10,3.079731075356398178e-12,9.734608863428196760e-06,3.723731509471062385e-10
2.682499999999999880e-04,3.775934425912455874e-10,3.082144583309918479e-12,9.735968345889507719e-06,3.776060215398328527e-10
2.718749999999999813e-04,3.828319649611146801e-10,3.084575414150045534e-12,9.737346809058200272e-06,3.828443913673984224e-10
2.754999999999999745e-04,3.880760617204116934e-10,3.087023615431855623e-12,9.738744273004299977e-06,3.880883396795464558e-10
2.791249999999999678e-04,3.933258125010305475e-10,3.089489235162722783e-12,9.740160758086189511e-06,3.933379459489384500e-10
2.827499999999999610e-04,3.985812971523004951e-10,3.091972321803803123e-12,9.741596284951362531e-06,3.985932898738377824e-10
2.863749999999999542e-04,4.038425957442428866e-10,3.094472924272772848e-12,9.743050874537211413e-06,4.038544513808496420e-10
2.899999999999999475e-04,4.091097885708469601e-10,3.096991091946645835e-12,9.744524548071821772e-06,4.091215106277188655e-10
2.936249999999999407e-04,4.143829561533590740e-10,3.099526874662593548e-12,9.746017327074865233e-06,4.143945480061766788e-10
2.972499999999999882e-04,4.196621792435943240e-10,3.102080322722429099e-12,9.747529233358317712e-06,4.196736441448418263e-10
3.008749999999999814e-04,4.249475388272587074e-10,3.104651486893361323e-12,9.749060289027386075e-06,4.249588799121623354e-10
3.044999999999999747e-04,4.302391161272921222e-10,3.107240418411635909e-12,9.750610516481346700e-06,4.302503364194052057e-10
3.081249999999999679e-04,4.355369926072303388e-10,3.109847168984195009e-12,9.752179938414384035e-06,4.355480950236897321e-10
3.117499999999999612e-04,4.408412499745826372e-10,3.112471790792089765e-12,9.753768577816464741e-06,4.408522373310596535e-10
3.153749999999999544e-04,4.461519701842244365e-10,3.115114336492182732e-12,9.755376457974308389e-06,4.461628451995913354e-10
3.189999999999999477e-04,4.514692354418197031e-10,3.117774859220241727e-12,9.757003602472176897e-06,4.514800007425511707e-10
3.226249999999999409e-04,4.567931282072495108e-10,3.120453412593455706e-12,9.758650035192890966e-06,4.568037863315767605e-10
3.262499999999999884e-04,4.621237311980643309e-10,3.123150050712936493e-12,9.760315780318677117e-06,4.621342845998986279e-10
3.298749999999999816e-04,4.674611273929587594e-10,3.125864828167081230e-12,9.762000862332165493e-06,4.674715784455992577e-10
3.334999999999999748e-04,4.728054000352627361e-10,3.128597800033119698e-12,9.763705306017321595e-06,4.728157510349028456e-10
3.371249999999999681e-04,4.781566326364510654e-10,3.131349021881009097e-12,9.765429136460401739e-06,4.781668858054965832e-10
3.407499999999999613e-04,4.835149089796781655e-10,3.134118549775357809e-12,9.767172379050979654e-06,4.835250664698889084e-10
3.443749999999999546e-04,4.888803131233289481e-10,3.136906440278669085e-12,9.768935059482852814e-06,4.888903770187946379e-10
3.479999999999999478e-04,4.942529294045894473e-10,3.139712750454353720e-12,9.770717203755124939e-06,4.942629017245512238e-10
3.516249999999999411e-04,4.996328424430484666e-10,3.142537537868878376e-12,9.772518838173207195e-06,4.996427251445747137e-10
3.552499999999999343e-04,5.050201371443034669e-10,3.145380860595653894e-12,9.774339989349792275e-06,5.050299321248289467e-10
3.588749999999999818e-04,5.104148987036038826e-10,3.148242777216793463e-12,9.776180684206016533e-06,5.104246078033409671e-10
3.624999999999999750e-04,5.158172126095110864e-10,3.151123346827404015e-12,9.778040949972386639e-06,5.158268376137407373e-10
3.661249999999999683e-04,5.212271646475753100e-10,3.154022629037540691e-12,9.779920814189926455e-06,5.212367072888238048e-10
3.697499999999999615e-04,5.266448409040424473e-10,3.156940683975477184e-12,9.781820304711234140e-06,5.266543028641524327e-10
3.733749999999999548e-04,5.320703277695828817e-10,3.159877572291187336e-12,9.783739449701620556e-06,5.320797106816827870e-10
3.769999999999999480e-04,5.375037119430394406e-10,3.162833355159008834e-12,9.785678277640152818e-06,5.375130173934195236e-10
3.806249999999999412e-04,5.429450804351995466e-10,3.165808094280715656e-12,9.787636817320811335e-06,5.429543099650974661e-10
3.842499999999999345e-04,5.483945205726000409e-10,3.168801851889214528e-12,9.789615097853660415e-06,5.484036756799031946e-10
3.878749999999999819e-04,5.538521200013379014e-10,3.171814690751118158e-12,9.791613148665949406e-06,5.538612021422053204e-10
3.914999999999999752e-04,5.593179666909292469e-10,3.174846674170269230e-12,9.793630999503305317e-06,5.593269772813393537e-10
3.951249999999999684e-04,5.647921489381714434e-10,3.177897865991188070e-12,9.795668680430911888e-06,5.648010893553980524e-10
3.987499999999999617e-04,5.702747553710429504e-10,3.180968330602036439e-12,9.797726221834683581e-06,5.702836269550644737e-10
4.023749999999999549e-04,5.757658749526291203e-10,3.184058132937931103e-12,9.799803654422520877e-06,5.757746790074747003e-10
4.059999999999999482e-04,5.812655969850625763e-10,3.187167338485020767e-12,9.801901009225477495e-06,5.812743347800973182e-10
4.096249999999999414e-04,5.867740111135020550e-10,3.190296013282258372e-12,9.804018317598998746e-06,5.867826838846564235e-10
4.132499999999999347e-04,5.922912073301375112e-10,3.193444223927207519e-12,9.806155611224253075e-06,5.922998162810818235e-10
4.168749999999999279e-04,5.978172759782073205e-10,3.196612037577358363e-12,9.808312922109314517e-06,5.978258222814759888e-10
4.204999999999999754e-04,6.033523077560625281e-10,3.199799521954848358e-12,9.810490282590440020e-06,6.033607925541292902e-10
4.241249999999999686e-04,6.088963937212475376e-10,3.203006745349512081e-12,9.812687725333438254e-06,6.089048181275552972e-10
4.277499999999999618e-04,6.144496252946059248e-10,3.206233776623089435e-12,9.814905283334902892e-06,6.144579903945524407e-10
4.313749999999999551e-04,6.200120942644277152e-10,3.209480685211768984e-12,9.817142989923605126e-06,6.200204011163103446e-10
4.349999999999999483e-04,6.255838927906115497e-10,3.212747541131145790e-12,9.819400878761754057e-06,6.255921424265320805e-10
4.386249999999999416e-04,6.311651134088610752e-10,3.216034414978651655e-12,9.821678983846446817e-06,6.311733068355938524e-10
4.422499999999999348e-04,6.367558490349179382e-10,3.219341377938336457e-12,9.823977339510949275e-06,6.367639872347422138e-10
4.458749999999999281e-04,6.423561929688109079e-10,3.222668501784381236e-12,9.826295980426152943e-06,6.423642769003088639e-10
4.494999999999999755e-04,6.479662388991461521e-10,3.226015858884330590e-12,9.828634941601940386e-06,6.479742694979693866e-10
4.531249999999999688e-04,6.535860809074252235e-10,3.229383522203751617e-12,9.830994258388567585e-06,6.535940590870306310e-10
4.567499999999999620e-04,6.592158134723900322e-10,3.232771565309543851e-12,9.833373966478205534e-06,6.592237401247459061e-10
4.603749999999999553e-04,6.648555314744062831e-10,3.236180062374659605e-12,9.835774101906261609e-06,6.648634074706709135e-10
4.639999999999999485e-04,6.705053301998750366e-10,3.239609088180937710e-12,9.838194701052943198e-06,6.705131563910493561e-10
4.676249999999999418e-04,6.761653053456743580e-10,3.243058718123703495e-12,9.840635800644695957e-06,6.761730825632282210e-10
4.712499999999999350e-04,6.818355530236363301e-10,3.246529028216924934e-12,9.843097437755669177e-06,6.818432820801119405e-10
4.748749999999999282e-04,6.875161697650592191e-10,3.250020095095035028e-12,9.845579649809299739e-06,6.875238514546504673e-10
4.784999999999999215e-04,6.932072525252467319e-10,3.253531996019216844e-12,9.848082474579802892e-06,6.932148876243573351e-10
4.821249999999999689e-04,6.989088986880903901e-10,3.257064808880475551e-12,9.850605950193710460e-06,6.989164879558706288e-10
4.857499999999999622e-04,7.046212060706750648e-10,3.260618612203831275e-12,9.853150115131414141e-06,7.046287502495388741e-10
4.893749999999999012e-04,7.103442729279292825e-10,3.264193485153424758e-12,9.855715008228832464e-06,7.103517727440518012e-10
4.929999999999999487e-04,7.160781979573073773e-10,3.267789507536188780e-12,9.858300668678943925e-06,7.160856541211046096e-10
4.966249999999999961e-04,7.218230803035021464e-10,3.271406759806022834e-12,9.860907136033355682e-06,7.218304935100928385e-10
5.002499999999999352e-04,7.275790195632018615e-10,3.275045323069141934e-12,9.863534450204031512e-06,7.275863904928529385e-10
5.038749999999999826e-04,7.333461157898802657e-10,3.278705279087577186e-12,9.866182651464868982e-06,7.333534451084358281e-10
5.074999999999999217e-04,7.391244694986205868e-10,3.282386710284058902e-12,9.868851780453401982e-06,7.391317578579161214e-10
5.111249999999999691e-04,7.449141816709811177e-10,3.286089699747089946e-12,9.871541878172494799e-06,7.449214297092427153e-10
5.147499999999999081e-04,7.507153537598997765e-10,3.289814331234654720e-12,9.874252985991959942e-06,7.507225621021293915e-10
5.183749999999999556e-04,7.565280876946322716e-10,3.293560689179072384e-12,9.876985145650380961e-06,7.565352569529793328e-10
5.219999999999998946e-04,7.623524858857312119e-10,3.297328858692475722e-12,9.879738399256801431e-06,7.623596166598519292e-10
5.256249999999999421e-04,7.681886512300662662e-10,3.301118925570677639e-12,9.882512789292471531e-06,7.681957441074698056e-10
5.292499999999999896e-04,7.740366871158824757e-10,3.304930976298439192e-12,9.885308358612638675e-06,7.740437426722656572e-10
5.328749999999999286e-04,7.798966974279017872e-10,3.308765098054315542e-12,9.888125150448339831e-06,7.799037162274727194e-10
5.364999999999999760e-04,7.857687865524582937e-10,3.312621378714709461e-12,9.890963208408173516e-06,7.857757691482484274e-10
5.401249999999999151e-04,7.916530593826831061e-10,3.316499906860487566e-12,9.893822576480195455e-06,7.916600063168494656e-10
5.437499999999999625e-04,7.975496213237283085e-10,3.320400771780782199e-12,9.896703299033719371e-06,7.975565331278451761e-10
5.473749999999999016e-04,8.034585782980274136e-10,3.324324063477975111e-12,9.899605420821187238e-06,8.034654554933687087e-10
5.509999999999999490e-04,8.093800367506122731e-10,3.328269872673430776e-12,9.902528986980061549e-06,8.093868798484244177e-10
5.546249999999998881e-04,8.153141036544552163e-10,3.332238290812031745e-12,9.905474043034734531e-06,8.153209131562213165e-10
5.582499999999999355e-04,8.212608865158738488e-10,3.336229410068451978e-12,9.908440634898457681e-06,8.212676629135689831e-10
5.618749999999999830e-04,8.272204933799666627e-10,3.340243323350967197e-12,9.911428808875254374e-06,8.272272371563056227e-10
5.654999999999999220e-04,8.331930328360968307e-10,3.344280124307800920e-12,9.914438611661945960e-06,8.331997444647729694e-10
5.691249999999999695e-04,8.391786140234308008e-10,3.348339907332380770e-12,9.917470090350066059e-06,8.391852939693481601e-10
5.727499999999999085e-04,8.451773466365066689e-10,3.352422767568411017e-12,9.920523292427896832e-06,8.451839953560042491e-10
5.763749999999999559e-04,8.511893409308637637e-10,3.356528800915666068e-12,9.923598265782513714e-06,8.511959588719330721e-10
5.799999999999998950e-04,8.572147077287116255e-10,3.360658104035178530e-12,9.926695058701775945e-06,8.572212953312071935e-10
5.836249999999999424e-04,8.632535584246525451e-10,3.364810774355695087e-12,9.929813719876467865e-06,8.632601161204959320e-10
5.872499999999998815e-04,8.693060049914417392e-10,3.368986910078183996e-12,9.932954298402299611e-06,8.693125332048197452e-10
5.908749999999999289e-04,8.753721599858130805e-10,3.373186610182471510e-12,9.936116843782104318e-06,8.753786591333690320e-10
5.944999999999999764e-04,8.814521365543410160e-10,3.377409974432490113e-12,9.939301405927874385e-06,8.814586070453609849e-10
5.981249999999999154e-04,8.875460484393540814e-10,3.381657103382304259e-12,9.942508035162989172e-06,8.875524906759471072e-10
6.017499999999999629e-04,8.936540099849086963e-10,3.385928098382222136e-12,9.945736782224339363e-06,8.936604243621816310e-10
6.053749999999999019e-04,8.997761361428047315e-10,3.390223061584479707e-12,9.948987698264556348e-06,8.997825230490323290e-10
6.089999999999999494e-04,9.059125424786558774e-10,3.394542095949166681e-12,9.952260834854192496e-06,9.059189022954447817e-10
6.126249999999998884e-04,9.120633451780155370e-10,3.398885305250598391e-12,9.955556243983950537e-06,9.120696782804645488e-10
6.162499999999999358e-04,9.182286610525534866e-10,3.403252794083601639e-12,9.958873978067023073e-06,9.182349678094085561e-10
6.198749999999999833e-04,9.244086075462866142e-10,3.407644667869090086e-12,9.962214089941266062e-06,9.244148883200913878e-10
6.234999999999999223e-04,9.306033027418667324e-10,3.412061032861010875e-12,9.965576632871580673e-06,9.306095578891087572e-10
6.271249999999999698e-04,9.368128653669181266e-10,3.416501996152444279e-12,9.968961660552229078e-06,9.368190952381708150e-10
6.307499999999999088e-04,9.430374148004394156e-10,3.420967665681630649e-12,9.972369227109133296e-06,9.430436197405004949e-10
6.343749999999999563e-04,9.492770710792556638e-10,3.425458150239463102e-12,9.975799387102314651e-06,9.492832514272803521e-10
6.379999999999998953e-04,9.555319549045305675e-10,3.429973559474899739e-12,9.979252195528256990e-06,9.555381109941625785e-10
6.416249999999999428e-04,9.618021876483345792e-10,3.434514003901899767e-12,9.982727707822374941e-06,9.618083198078322671e-10
6.452499999999998818e-04,9.680878913602791027e-10,3.439079594906919009e-12,9.986225979861350027e-06,9.680939999126385056e-10
6.488749999999999293e-04,9.743891887741980445e-10,3.443670444754417045e-12,9.989747067965734447e-06,9.743952740372726185e-10
6.524999999999999767e-04,9.807062033148967808e-10,3.448286666594589403e-12,9.993291028902336320e-06,9.807122656015140327e-10
6.561249999999999158e-04,9.870390591049691592e-10,3.452928374469932102e-12,9.996857919886814993e-06,9.870450987230431428e-10
6.597499999999999632e-04,9.933878809716585485e-10,3.457595683321872420e-12,1.000044779858619504e-05,9.933938982243002936e-10
6.633749999999999022e-04,9.997527944538022271e-10,3.462288708998894894e-12,1.000406072312140227e-05,9.997587896394264454e-10
6.669999999999999497e-04,1.006133925808818370e-09,3.467007568262167201e-12,1.000769675206991155e-05,1.006139899221248094e-09
6.706249999999998887e-04,1.012531402019774722e-09,3.471752378793923032e-12,1.001135594446836077e-05,1.012537353948342220e-09
6.742499999999999362e-04,1.018945350802511448e-09,3.476523259204031882e-12,1.001503835981513258e-05,1.018951281532156867e-09
6.778749999999998752e-04,1.025375900612830990e-09,3.481320329037948540e-12,1.001874405807309539e-05,1.025381810424198926e-09
6.814999999999999227e-04,1.031823180653761536e-09,3.486143708783456959e-12,1.002247309967226136e-05,1.031829069823293682e-09
6.851249999999999701e-04,1.038287320882880260e-09,3.490993519878086203e-12,1.002622554551256129e-05,1.038293189682907015e-09
6.887499999999999092e-04,1.044768452019702525e-09,3.495869884718229629e-12,1.003000145696652800e-05,1.044774300718531295e-09
6.923749999999999566e-04,1.051266705553148222e-09,3.500772926664689985e-12,1.003380089588208819e-05,1.051272534415150480e-09
6.959999999999998957e-04,1.057782213749074492e-09,3.505702770051616030e-12,1.003762392458542535e-05,1.057788023034768910e-09
6.996249999999999431e-04,1.064315109657878134e-09,3.510659540194195961e-12,1.004147060588371065e-05,1.064320899624012889e-09
7.032499999999998821e-04,1.070865527122165843e-09,3.515643363396093961e-12,1.004534100306808447e-05,1.070871298021799060e-09
7.068749999999999296e-04,1.077433600784506758e-09,3.520654366958230914e-12,1.004923517991641266e-05,1.077439352867083435e-09
7.104999999999998686e-04,1.084019466095245179e-09,3.525692679186117151e-12,1.005315320069633584e-05,1.084025199606673498e-09
7.141249999999999161e-04,1.090623259320404486e-09,3.530758429398071346e-12,1.005709513016809002e-05,1.090628974503130050e-09
7.177499999999999635e-04,1.097245117549646476e-09,3.535851747934120383e-12,1.006106103358756611e-05,1.097250814642723655e-09
7.213749999999999026e-04,1.103885178704318386e-09,3.540972766163337349e-12,1.006505097670927620e-05,1.103890857943481454e-09
7.249999999999999500e-04,1.110543581545580354e-09,3.546121616493226485e-12,1.006906502578937917e-05,1.110549243163311524e-09
7.286249999999998891e-04,1.117220465682597194e-09,3.551298432377393989e-12,1.007310324758877237e-05,1.117226109908193621e-09
7.322499999999999365e-04,1.123915971580823028e-09,3.556503348324543203e-12,1.007716570937613924e-05,1.123921598640462153e-09
7.358749999999998756e-04,1.130630240570359734e-09,3.561736499907375286e-12,1.008125247893112567e-05,1.130635850687162775e-09
7.394999999999999230e-04,1.137363414854384885e-09,3.566998023771191816e-12,1.008536362454744523e-05,1.137369008248479285e-09
7.431249999999999705e-04,1.144115637517690116e-09,3.572288057641975947e-12,1.008949921503605558e-05,1.144121214406269722e-09
7.467499999999999095e-04,1.150887052535273871e-09,3.577606740336887274e-12,1.009365931972842287e-05,1.150892613132658285e-09
7.503749999999999570e-04,1.157677804781024944e-09,3.582954211771736742e-12,1.009784400847972186e-05,1.157683349298717632e-09
7.539999999999998960e-04,1.164488040036506514e-09,3.588330612971605908e-12,1.010205335167212583e-05,1.164493568683250638e-09
7.576249999999999435e-04,1.171317904999805321e-09,3.593736086078797236e-12,1.010628742021812180e-05,1.171323417981638958e-09
7.612499999999998825e-04,1.178167547294477837e-09,3.599170774363175481e-12,1.011054628556384621e-05,1.178173044814788155e-09
7.648749999999999299e-04,1.185037115478589481e-09,3.604634822230960916e-12,1.011483001969245776e-05,1.185042597738164649e-09
7.684999999999998690e-04,1.191926759053827884e-09,3.610128375234512931e-12,1.011913869512751202e-05,1.191932226250908766e-09
7.721249999999999164e-04,1.198836628474720567e-09,3.615651580082154010e-12,1.012347238493648166e-05,1.198842080805050563e-09
7.757499999999999639e-04,1.205766875157939075e-09,3.621204584647713006e-12,1.012783116273414802e-05,1.205772312814813544e-09
7.793749999999999029e-04,1.212717651491687060e-09,3.626787537980443636e-12,1.013221510268613321e-05,1.212723074666000675e-09
7.829999999999999504e-04,1.219689110845207276e-09,3.632400590314820184e-12,1.013662427951248812e-05,1.219694519725501176e-09
7.866249999999998894e-04,1.226681407578346268e-09,3.638043893081238350e-12,1.014105876849118733e-05,1.226686802350853136e-09
7.902499999999999369e-04,1.233694697051248309e-09,3.643717598915203089e-12,1.014551864546178826e-05,1.233700077899937456e-09
7.938749999999998759e-04,1.240729135634127089e-09,3.649421861668380035e-12,1.015000398682909202e-05,1.240734502740748501e-09
7.974999999999999234e-04,1.247784880717150114e-09,3.655156836419118630e-12,1.015451486956676539e-05,1.247790234261276637e-09
8.011249999999998624e-04,1.254862090720393200e-09,3.660922679482208653e-12,1.015905137122111684e-05,1.254867430879462106e-09
8.047499999999999098e-04,1.261960925103951931e-09,3.666719548420074623e-12,1.016361356991484214e-05,1.261966252053306278e-09
8.083749999999999573e-04,1.269081544378084341e-09,3.672547602053247230e-12,1.016820154435076312e-05,1.269086858291012678e-09
8.119999999999998963e-04,1.276224110113516137e-09,3.678407000471775838e-12,1.017281537381573085e-05,1.276229411161291792e-09
8.156249999999999438e-04,1.283388784951821606e-09,3.684297905045388916e-12,1.017745513818444742e-05,1.283394073303740120e-09
8.192499999999998828e-04,1.290575732615915164e-09,3.690220478435387988e-12,1.018212091792338604e-05,1.290581008439332960e-09
8.228749999999999303e-04,1.297785117920649815e-09,3.696174884605005166e-12,1.018681279409465176e-05,1.297790381381019557e-09
8.264999999999998693e-04,1.305017106783529546e-09,3.702161288831640410e-12,1.019153084836014215e-05,1.305022358044436956e-09
8.301249999999999168e-04,1.312271866235530309e-09,3.708179857717913761e-12,1.019627516298539451e-05,1.312277105458728486e-09
8.337499999999998558e-04,1.319549564432026445e-09,3.714230759203022922e-12,1.020104582084371598e-05,1.319554791777470407e-09
8.373749999999999033e-04,1.326850370663835414e-09,3.720314162574846423e-12,1.020584290542025441e-05,1.326855586289715801e-09
8.409999999999999507e-04,1.334174455368375424e-09,3.726430238481505576e-12,1.021066650081620301e-05,1.334179659431151381e-09
8.446249999999998898e-04,1.341521990140940109e-09,3.732579158944072681e-12,1.021551669175291694e-05,1.341527182795371545e-09
8.482499999999999372e-04,1.348893147746089843e-09,3.738761097367205626e-12,1.022039356357610105e-05,1.348898329145268659e-09
8.518749999999998762e-04,1.356288102129160096e-09,3.744976228552770523e-12,1.022529720226021103e-05,1.356293272424541406e-09
8.554999999999999237e-04,1.363707028427892419e-09,3.751224728712200136e-12,1.023022769441258868e-05,1.363712187769324541e-09
8.591249999999998627e-04,1.371150102984182062e-09,3.757506775477525114e-12,1.023518512727791046e-05,1.371155251519936708e-09
8.627499999999999102e-04,1.378617503355958776e-09,3.763822547915915083e-12,1.024016958874258534e-05,1.378622641232759174e-09
8.663749999999999576e-04,1.386109408329184645e-09,3.770172226541013602e-12,1.024518116733912377e-05,1.386114535692235114e-09
8.699999999999998967e-04,1.393625997929976631e-09,3.776555993326783748e-12,1.025021995225066255e-05,1.393631114922989256e-09
8.736249999999999441e-04,1.401167453436868697e-09,3.782974031720447351e-12,1.025528603331544898e-05,1.401172560202091660e-09
8.772499999999998832e-04,1.408733957393185603e-09,3.789426526654978332e-12,1.026037950103145215e-05,1.408739054071429653e-09
8.808749999999999306e-04,1.416325693619568694e-09,3.795913664563403878e-12,1.026550044656093184e-05,1.416330780350233409e-09
8.844999999999998697e-04,1.423942847226620803e-09,3.802435633391700059e-12,1.027064896173512933e-05,1.423947924147720235e-09
8.881249999999999171e-04,1.431585604627686193e-09,3.808992622613102700e-12,1.027582513905891767e-05,1.431590671875874302e-09
8.917499999999998561e-04,1.439254153551774426e-09,3.815584823240941603e-12,1.028102907171563824e-05,1.439259211262369481e-09
8.953749999999999036e-04,1.446948683056622373e-09,3.822212427843881998e-12,1.028626085357178140e-05,1.446953731363631768e-09
8.989999999999999511e-04,1.454669383541886500e-09,3.828875630558829045e-12,1.029152057918195185e-05,1.454674422578030539e-09
9.026249999999998901e-04,1.462416446762476818e-09,3.835574627105872822e-12,1.029680834379365263e-05,1.462421476659211457e-09
9.062499999999999375e-04,1.470190065842062674e-09,3.842309614802667051e-12,1.030212424335231146e-05,1.470195086729602892e-09
9.098749999999998766e-04,1.477990435286682969e-09,3.849080792579122861e-12,1.030746837450621044e-05,1.477995447294025514e-09
9.134999999999999240e-04,1.485817750998529474e-09,3.855888360991915150e-12,1.031284083461155638e-05,1.485822754253474370e-09
9.171249999999998631e-04,1.493672210289874479e-09,3.862732522239662636e-12,1.031824172173755287e-05,1.493677204919047156e-09
9.207499999999999105e-04,1.501554011897151273e-09,3.869613480177888197e-12,1.032367113467157563e-05,1.501558998026023657e-09
9.243749999999998496e-04,1.509463355995177512e-09,3.876531440334216698e-12,1.032912917292430890e-05,1.509468333748088909e-09
9.279999999999998970e-04,1.517400444211551881e-09,3.883486609924500167e-12,1.033461593673504621e-05,1.517405413711729456e-09
9.316249999999999445e-04,1.525365479641190767e-09,3.890479197867307996e-12,1.034013152707693518e-05,1.525370441010769392e-09
9.352499999999998835e-04,1.533358666861036556e-09,3.897509414800788822e-12,1.034567604566237652e-05,1.533363620221079076e-09
9.388749999999999310e-04,1.541380211944918146e-09,3.904577473097818276e-12,1.035124959494839421e-05,1.541385157415434613e-09
9.424999999999998700e-04,1.549430322478583708e-09,3.911683586883071695e-12,1.035685227814207686e-05,1.549435260178550198e-09
9.461249999999999175e-04,1.557509207574891451e-09,3.918827972048671088e-12,1.036248419920615454e-05,1.557514137622269089e-09
9.497499999999998565e-04,1.565617077889174702e-09,3.926010846270642310e-12,1.036814546286449098e-05,1.565622000400927860e-09
9.533749999999999039e-04,1.573754145634777603e-09,3.933232429026222043e-12,1.037383617460775867e-05,1.573759060726892100e-09
9.569999999999998430e-04,1.581920624598751275e-09,3.940492941610424833e-12,1.037955644069912074e-05,1.581925532386251952e-09
9.606249999999998904e-04,1.590116730157740445e-09,3.947792607153468005e-12,1.038530636817989765e-05,1.590121630754708536e-09
9.642499999999999379e-04,1.598342679294039842e-09,3.955131650637366163e-12,1.039108606487546422e-05,1.598347572813630553e-09
9.678749999999998769e-04,1.606598690611826177e-09,3.962510298914403011e-12,1.039689563940104839e-05,1.606603577166285022e-09
9.714999999999999244e-04,1.614884984353582844e-09,3.969928780723937497e-12,1.040273520116762491e-05,1.614889864054262808e-09
9.751249999999998634e-04,1.623201782416690058e-09,3.977387326710682561e-12,1.040860486038792417e-05,1.623206655374067317e-09
9.787499999999998024e-04,1.631549308370230279e-09,3.984886169443674557e-12,1.041450472808247664e-05,1.631554174693920533e-09
9.823749999999999583e-04,1.639927787471948506e-09,3.992425543432725582e-12,1.042043491608564205e-05,1.639932647270722490e-09
9.859999999999998974e-04,1.648337446685438410e-09,4.000005685148966474e-12,1.042639553705185709e-05,1.648342300067237817e-09
9.896249999999998364e-04,1.656778514697487273e-09,4.007626833041975269e-12,1.043238670446180184e-05,1.656783361769439436e-09
9.932499999999999923e-04,1.665251221935654404e-09,4.015289227559936493e-12,1.043840853262867623e-05,1.665256062804087395e-09
9.968749999999999313e-04,1.673755800586016439e-09,4.022993111167950615e-12,1.044446113670455286e-05,1.673760635356474575e-09
