r_m,Bx_T,By_T,Bz_T,Brho_xy_T_z_probe
1.000499999999999870e-03,1.682292484611138666e-09,4.030738728368490611e-12,1.045054463268682286e-05,1.682297313388395951e-09
1.004124999999999809e-03,1.690861509768241153e-09,4.038526325719939209e-12,1.045665913742463506e-05,1.690866332656315963e-09
1.007749999999999965e-03,1.699463113627561948e-09,4.046356151857000215e-12,1.046280476862545204e-05,1.699467930729731506e-09
1.011374999999999904e-03,1.708097535590958308e-09,4.054228457510954752e-12,1.046898164486166540e-05,1.708102347009771709e-09
1.014999999999999843e-03,1.716765016910689484e-09,4.062143495529715533e-12,1.047518988557725860e-05,1.716769822747982174e-09
1.018624999999999782e-03,1.725465800708440018e-09,4.070101520898549198e-12,1.048142961109457809e-05,1.725470601065346615e-09
1.022249999999999938e-03,1.734200131994552516e-09,4.078102790760960196e-12,1.048770094262113668e-05,1.734204926971520042e-09
1.025874999999999877e-03,1.742968257687470945e-09,4.086147564439361416e-12,1.049400400225649146e-05,1.742973047384272272e-09
1.029499999999999816e-03,1.751770426633442212e-09,4.094236103457127761e-12,1.050033891299922167e-05,1.751775211149188259e-09
1.033124999999999972e-03,1.760606889626404067e-09,4.102368671559369364e-12,1.050670579875395058e-05,1.760611669059556832e-09
1.036749999999999911e-03,1.769477899428130676e-09,4.110545534735420562e-12,1.051310478433843685e-05,1.769482673876515433e-09
1.040374999999999850e-03,1.778383710788615176e-09,4.118766961240525118e-12,1.051953599549075740e-05,1.778388480349433091e-09
1.043999999999999789e-03,1.787324580466662544e-09,4.127033221618385771e-12,1.052599955887656134e-05,1.787329345236502050e-09
1.047624999999999945e-03,1.796300767250768049e-09,4.135344588723616059e-12,1.053249560209639350e-05,1.796305527325617666e-09
1.051249999999999884e-03,1.805312531980185956e-09,4.143701337744581483e-12,1.053902425369310081e-05,1.805317287455445251e-09
1.054874999999999823e-03,1.814360137566288983e-09,4.152103746226852181e-12,1.054558564315929132e-05,1.814364888536780151e-09
1.058499999999999979e-03,1.823443849014162474e-09,4.160552094096813925e-12,1.055217990094493205e-05,1.823448595574142126e-09
1.062124999999999918e-03,1.832563933444452097e-09,4.169046663684403471e-12,1.055880715846490965e-05,1.832568675687622424e-09
1.065749999999999857e-03,1.841720660115462387e-09,4.177587739747859357e-12,1.056546754810684846e-05,1.841725398134981919e-09
1.069374999999999796e-03,1.850914300445543773e-09,4.186175609498424224e-12,1.057216120323877790e-05,1.850919034334038747e-09
1.072999999999999952e-03,1.860145128035707694e-09,4.194810562623795876e-12,1.057888825821716064e-05,1.860149857885282189e-09
1.076624999999999891e-03,1.869413418692539706e-09,4.203492891313845002e-12,1.058564884839474116e-05,1.869418144594786811e-09
1.080249999999999830e-03,1.878719450451368608e-09,4.212222890285891039e-12,1.059244311012860279e-05,1.878724172497381175e-09
1.083874999999999986e-03,1.888063503599723009e-09,4.221000856809042603e-12,1.059927118078833140e-05,1.888068221880103371e-09
1.087499999999999925e-03,1.897445860701059207e-09,4.229827090731268271e-12,1.060613319876420278e-05,1.897450575305929105e-09
1.091124999999999864e-03,1.906866806618781899e-09,4.238701894505280710e-12,1.061302930347553273e-05,1.906871517637793236e-09
1.094749999999999803e-03,1.916326628540536403e-09,4.247625573213989443e-12,1.061995963537896781e-05,1.916331336062881582e-09
1.098374999999999959e-03,1.925825616002820179e-09,4.256598434598757467e-12,1.062692433597704036e-05,1.925830320117241205e-09
1.101999999999999898e-03,1.935364060915863593e-09,4.265620789085295889e-12,1.063392354782673881e-05,1.935368761710661583e-09
1.105624999999999837e-03,1.944942257588821292e-09,4.274692949811098202e-12,1.064095741454810841e-05,1.944946955151866401e-09
1.109249999999999776e-03,1.954560502755280795e-09,4.283815232653770423e-12,1.064802608083304685e-05,1.954565197174022144e-09
1.112874999999999932e-03,1.964219095599061846e-09,4.292987956259118069e-12,1.065512969245413373e-05,1.964223786960535794e-09
1.116499999999999871e-03,1.973918337780322649e-09,4.302211442068954453e-12,1.066226839627356336e-05,1.973923026171163542e-09
1.120124999999999810e-03,1.983658533462028817e-09,4.311486014349904177e-12,1.066944234025216905e-05,1.983663218968476438e-09
1.123749999999999966e-03,1.993439989336679164e-09,4.320812000223707510e-12,1.067665167345857783e-05,1.993444672044589484e-09
1.127374999999999905e-03,2.003263014653417793e-09,4.330189729694991523e-12,1.068389654607842113e-05,2.003267694648270003e-09
1.130999999999999844e-03,2.013127921245431559e-09,4.339619535682429110e-12,1.069117710942365379e-05,2.013132598612338407e-09
1.134624999999999783e-03,2.023035023557721413e-09,4.349101754047783203e-12,1.069849351594196969e-05,2.023039698381437480e-09
1.138249999999999939e-03,2.032984638675186843e-09,4.358636723628016570e-12,1.070584591922636307e-05,2.032989311040116811e-09
1.141874999999999878e-03,2.042977086351076335e-09,4.368224786265229450e-12,1.071323447402477115e-05,2.042981756341283674e-09
1.145499999999999817e-03,2.053012689035759609e-09,4.377866286837763647e-12,1.072065933624969133e-05,2.053017356734975677e-09
1.149124999999999973e-03,2.063091771905910140e-09,4.387561573292889893e-12,1.072812066298818636e-05,2.063096437397541626e-09
1.152749999999999912e-03,2.073214662893978016e-09,4.397310996678144586e-12,1.073561861251169126e-05,2.073219326261115213e-09
1.156374999999999851e-03,2.083381692718089206e-09,4.407114911174352391e-12,1.074315334428614728e-05,2.083386354043515109e-09
1.159999999999999790e-03,2.093593194912289356e-09,4.416973674128279680e-12,1.075072501898213063e-05,2.093597854278487106e-09
1.163624999999999946e-03,2.103849505857156910e-09,4.426887646086379299e-12,1.075833379848514063e-05,2.103854163346317655e-09
1.167249999999999885e-03,2.114150964810823217e-09,4.436857190828511909e-12,1.076597984590591653e-05,2.114155620504854794e-09
1.170874999999999824e-03,2.124497913940360306e-09,4.446882675401220624e-12,1.077366332559108640e-05,2.124502567920893449e-09
1.174499999999999763e-03,2.134890698353564481e-09,4.456964470154174611e-12,1.078138440313361953e-05,2.134895350701963155e-09
1.178124999999999919e-03,2.145329666131169209e-09,4.467102948773768462e-12,1.078914324538361934e-05,2.145334316928536406e-09
1.181749999999999858e-03,2.155815168359401713e-09,4.477298488318609369e-12,1.079694002045917892e-05,2.155819817686586893e-09
1.185374999999999797e-03,2.166347559163015185e-09,4.487551469257167574e-12,1.080477489775734674e-05,2.166352207100623790e-09
1.188999999999999953e-03,2.176927195738701925e-09,4.497862275502021974e-12,1.081264804796518551e-05,2.176931842367100341e-09
1.192624999999999892e-03,2.187554438388931638e-09,4.508231294448489612e-12,1.082055964307098860e-05,2.187559083788256710e-09
1.196249999999999831e-03,2.198229650556242628e-09,4.518658917011449757e-12,1.082850985637563024e-05,2.198234294806408688e-09
1.199874999999999770e-03,2.208953198857937468e-09,4.529145537662112245e-12,1.083649886250399205e-05,2.208957842038642542e-09
1.203499999999999926e-03,2.219725453121239837e-09,4.539691554468462084e-12,1.084452683741654533e-05,2.219730095311973500e-09
1.207124999999999865e-03,2.230546786418905054e-09,4.550297369132185316e-12,1.085259395842111976e-05,2.230551427698956289e-09
1.210749999999999804e-03,2.241417575105269437e-09,4.560963387029296186e-12,1.086070040418467375e-05,2.241422215553732841e-09
1.214374999999999960e-03,2.252338198852771571e-09,4.571690017249086526e-12,1.086884635474526473e-05,2.252342838548554798e-09
1.217999999999999899e-03,2.263309040688945061e-09,4.582477672635302219e-12,1.087703199152424977e-05,2.263313679710775853e-09
1.221624999999999838e-03,2.274330487033879892e-09,4.593326769826015090e-12,1.088525749733842193e-05,2.274335125460313524e-09
1.225249999999999777e-03,2.285402927738184227e-09,4.604237729296126572e-12,1.089352305641241247e-05,2.285407565647609296e-09
1.228874999999999933e-03,2.296526756121407359e-09,4.615210975398091008e-12,1.090182885439125915e-05,2.296531393592054059e-09
1.232499999999999872e-03,2.307702369010980894e-09,4.626246936406168197e-12,1.091017507835299989e-05,2.307707006120926389e-09
1.236124999999999811e-03,2.318930166781678161e-09,4.637346044557603901e-12,1.091856191682154094e-05,2.318934803608854858e-09
1.239749999999999967e-03,2.330210553395556697e-09,4.648508736097029413e-12,1.092698955977950460e-05,2.330215190017758038e-09
1.243374999999999906e-03,2.341543936442437568e-09,4.659735451320998445e-12,1.093545819868140236e-05,2.341548572937325059e-09
1.246999999999999845e-03,2.352930727180904992e-09,4.671026634622008647e-12,1.094396802646683841e-05,2.352935363626014409e-09
1.250624999999999784e-03,2.364371340579875476e-09,4.682382734534904504e-12,1.095251923757391984e-05,2.364375977052623892e-09
1.254249999999999940e-03,2.375866195360655806e-09,4.693804203781428759e-12,1.096111202795274486e-05,2.375870831938348627e-09
1.257874999999999879e-03,2.387415714039605725e-09,4.705291499317828930e-12,1.096974659507914328e-05,2.387420350799442476e-09
1.261499999999999818e-03,2.399020322971318821e-09,4.716845082381580077e-12,1.097842313796850866e-05,2.399024959990400179e-09
1.265124999999999757e-03,2.410680452392425464e-09,4.728465418539361291e-12,1.098714185718981492e-05,2.410685089747759463e-09
1.268749999999999913e-03,2.422396536465920177e-09,4.740152977735518449e-12,1.099590295487974489e-05,2.422401174234428412e-09
1.272374999999999852e-03,2.434169013326111044e-09,4.751908234340546377e-12,1.100470663475708651e-05,2.434173651584635697e-09
1.275999999999999791e-03,2.445998325124152277e-09,4.763731667202102627e-12,1.101355310213715774e-05,2.446002963949462326e-09
1.279624999999999947e-03,2.457884918074205859e-09,4.775623759693557483e-12,1.102244256394650939e-05,2.457889557543003281e-09
1.283249999999999886e-03,2.469829242500161121e-09,4.787584999766971490e-12,1.103137522873771094e-05,2.469833882689086682e-09
1.286874999999999825e-03,2.481831752883069824e-09,4.799615880003094642e-12,1.104035130670440400e-05,2.481836393868710935e-09
1.290499999999999764e-03,2.493892907909111883e-09,4.811716897665547523e-12,1.104937100969643876e-05,2.493897549768007153e-09
1.294124999999999919e-03,2.506013170518298107e-09,4.823888554752446583e-12,1.105843455123520363e-05,2.506017813326944786e-09
1.297749999999999859e-03,2.518193007953761065e-09,4.836131358050812268e-12,1.106754214652920555e-05,2.518197651788620833e-09
1.301374999999999798e-03,2.530432891811755259e-09,4.848445819191232411e-12,1.107669401248971470e-05,2.530437536749260018e-09
1.304999999999999953e-03,2.542733298092298359e-09,4.860832454703716306e-12,1.108589036774670393e-05,2.542737944208858092e-09
1.308624999999999892e-03,2.555094707250520926e-09,4.873291786072765234e-12,1.109513143266487466e-05,2.555099354622527830e-09
1.312249999999999832e-03,2.567517604248703099e-09,4.885824339794464073e-12,1.110441742935997413e-05,2.567522252952538618e-09
1.315874999999999771e-03,2.580002478609022665e-09,4.898430647434597206e-12,1.111374858171516002e-05,2.580007128721063693e-09
1.319499999999999926e-03,2.592549824467020702e-09,4.911111245686955055e-12,1.112312511539775482e-05,2.592554476063646203e-09
1.323124999999999865e-03,2.605160140625784809e-09,4.923866676431621236e-12,1.113254725787597981e-05,2.605164793783381189e-09
1.326749999999999804e-03,2.617833930610894986e-09,4.936697486796276014e-12,1.114201523843604305e-05,2.617838585405861888e-09
1.330374999999999960e-03,2.630571702726108611e-09,4.949604229216254944e-12,1.115152928819942567e-05,2.630576359234866356e-09
1.333999999999999899e-03,2.643373970109808481e-09,4.962587461495996113e-12,1.116108964014018847e-05,2.643378628408803034e-09
1.337624999999999838e-03,2.656241250792243715e-09,4.975647746872764553e-12,1.117069652910275616e-05,2.656245910957952887e-09
1.341249999999999777e-03,2.669174067753538272e-09,4.988785654078163295e-12,1.118035019181970172e-05,2.669178729862478336e-09
1.344874999999999933e-03,2.682172948982522106e-09,5.002001757404141416e-12,1.119005086692982712e-05,2.682177613111253179e-09
1.348499999999999872e-03,2.695238427536352278e-09,5.015296636767145769e-12,1.119979879499646097e-05,2.695243093761485345e-09
1.352124999999999811e-03,2.708371041601000948e-09,5.028670877774566852e-12,1.120959421852594244e-05,2.708375709999203245e-09
1.355749999999999750e-03,2.721571334552541190e-09,5.042125071791377741e-12,1.121943738198634919e-05,2.721576005200541991e-09
1.359374999999999906e-03,2.734839855019314992e-09,5.055659816008327211e-12,1.122932853182646916e-05,2.734844527993911812e-09
1.362999999999999845e-03,2.748177156944961932e-09,5.069275713510882495e-12,1.123926791649492663e-05,2.748181832323027562e-09
1.366624999999999784e-03,2.761583799652328402e-09,5.082973373348799700e-12,1.124925578645963008e-05,2.761588477510815453e-09
1.370249999999999940e-03,2.775060347908289192e-09,5.096753410606719305e-12,1.125929239422738607e-05,2.775065028324237959e-09
1.373874999999999879e-03,2.788607371989448802e-09,5.110616446476457228e-12,1.126937799436378249e-05,2.788612055039991394e-09
1.377499999999999818e-03,2.802225447748803920e-09,5.124563108329657775e-12,1.127951284351332257e-05,2.802230133511171297e-09
1.381124999999999757e-03,2.815915156683314157e-09,5.138594029791326285e-12,1.128969720041972483e-05,2.815919845234842329e-09
1.384749999999999913e-03,2.829677086002466631e-09,5.152709850815247964e-12,1.129993132594660763e-05,2.829681777420602037e-09
1.388374999999999852e-03,2.843511828697785610e-09,5.166911217759057760e-12,1.131021548309829911e-05,2.843516523060092148e-09
1.391999999999999791e-03,2.857419983613330218e-09,5.181198783462782131e-12,1.132054993704092997e-05,2.857424680997495039e-09
1.395624999999999947e-03,2.871402155517212477e-09,5.195573207325064869e-12,1.133093495512383968e-05,2.871406856001052182e-09
1.399249999999999886e-03,2.885458955174133181e-09,5.210035155383868100e-12,1.134137080690122668e-05,2.885463658835598789e-09
1.402874999999999825e-03,2.899590999418948035e-09,5.224585300395643323e-12,1.135185776415400011e-05,2.899595706336132427e-09
1.406499999999999764e-03,2.913798911231283480e-09,5.239224321918369362e-12,1.136239610091191110e-05,2.913803621482427190e-09
1.410124999999999920e-03,2.928083319811248539e-09,5.253952906392886671e-12,1.137298609347611770e-05,2.928088033474745954e-09
1.413749999999999859e-03,2.942444860656214129e-09,5.268771747227504829e-12,1.138362802044173292e-05,2.942449577810619284e-09
1.417374999999999798e-03,2.956884175638713627e-09,5.283681544882819246e-12,1.139432216272097415e-05,2.956888896362746818e-09
1.420999999999999737e-03,2.971401913085475424e-09,5.298683006957757335e-12,1.140506880356632273e-05,2.971406637458029003e-09
1.424624999999999893e-03,2.985998727857578386e-09,5.313776848277857424e-12,1.141586822859417306e-05,2.986003455957723788e-09
1.428249999999999832e-03,3.000675281431791001e-09,5.328963790983528281e-12,1.142672072580865294e-05,3.000680013338784123e-09
1.431874999999999771e-03,3.015432241983099601e-09,5.344244564620660126e-12,1.143762658562579447e-05,3.015436977776386591e-09
1.435499999999999927e-03,3.030270284468441794e-09,5.359619906231369739e-12,1.144858610089800140e-05,3.030275024227667324e-09
1.439124999999999866e-03,3.045190090711634332e-09,5.375090560447340195e-12,1.145959956693879611e-05,3.045194834516646560e-09
1.442749999999999805e-03,3.060192349489578981e-09,5.390657279584252742e-12,1.147066728154794935e-05,3.060197097420434929e-09
1.446374999999999744e-03,3.075277756619746385e-09,5.406320823736616921e-12,1.148178954503678452e-05,3.075282508756720622e-09
1.449999999999999900e-03,3.090447015048895322e-09,5.422081960874869772e-12,1.149296666025395963e-05,3.090451771472484515e-09
1.453624999999999839e-03,3.105700834943165077e-09,5.437941466944281272e-12,1.150419893261153391e-05,3.105705595734095024e-09
1.457249999999999778e-03,3.121039933779446645e-09,5.453900125963704679e-12,1.151548667011123093e-05,3.121044699018678889e-09
1.460874999999999934e-03,3.136465036438165925e-09,5.469958730128541124e-12,1.152683018337123190e-05,3.136469806206903959e-09
1.464499999999999873e-03,3.151976875297372613e-09,5.486118079911764704e-12,1.153822978565314019e-05,3.151981649677068498e-09
1.468124999999999812e-03,3.167576190328317209e-09,5.502378984169028540e-12,1.154968579288948609e-05,3.167580969400678192e-09
1.471749999999999751e-03,3.183263729192375071e-09,5.518742260245220824e-12,1.156119852371133339e-05,3.183268513039369789e-09
1.475374999999999907e-03,3.199040247339478844e-09,5.535208734080688871e-12,1.157276829947643471e-05,3.199045036043344765e-09
1.478999999999999846e-03,3.214906508108000518e-09,5.551779240321040876e-12,1.158439544429763085e-05,3.214911301751248908e-09
1.482624999999999785e-03,3.230863282826137711e-09,5.568454622427861297e-12,1.159608028507179725e-05,3.230868081491562732e-09
1.486249999999999941e-03,3.246911350914842655e-09,5.585235732791250232e-12,1.160782315150882272e-05,3.246916154685525501e-09
1.489874999999999880e-03,3.263051499992278145e-09,5.602123432842853930e-12,1.161962437616138096e-05,3.263056308951596139e-09
1.493499999999999819e-03,3.279284525979890217e-09,5.619118593172998899e-12,1.163148429445467832e-05,3.279289340211521778e-09
1.497124999999999758e-03,3.295611233210050821e-09,5.636222093647903563e-12,1.164340324471701138e-05,3.295616052797983319e-09
1.500749999999999914e-03,3.312032434535394961e-09,5.653434823528192884e-12,1.165538156821023473e-05,3.312037259563931749e-09
1.504374999999999853e-03,3.328548951439743140e-09,5.670757681591136107e-12,1.166741960916114523e-05,3.328553781993509757e-09
1.507999999999999792e-03,3.345161614150813813e-09,5.688191576253138965e-12,1.167951771479278666e-05,3.345166450314765430e-09
1.511624999999999731e-03,3.361871261754577798e-09,5.705737425694521934e-12,1.169167623535656920e-05,3.361876103614005422e-09
1.515249999999999887e-03,3.378678742311425043e-09,5.723396157986537691e-12,1.170389552416452783e-05,3.378683589951964616e-09
1.518874999999999826e-03,3.395584912974088733e-09,5.741168711220378175e-12,1.171617593762217705e-05,3.395589766481725678e-09
1.522499999999999765e-03,3.412590640107405326e-09,5.759056033637166336e-12,1.172851783526165528e-05,3.412595499568483651e-09
1.526124999999999921e-03,3.429696799409929541e-09,5.777059083761460995e-12,1.174092157977546389e-05,3.429701664911158454e-09
1.529749999999999860e-03,3.446904276037401406e-09,5.795178830535901483e-12,1.175338753705050433e-05,3.446909147665862346e-09
1.533374999999999799e-03,3.464213964728185303e-09,5.813416253457282087e-12,1.176591607620271844e-05,3.464218842571339385e-09
1.536999999999999738e-03,3.481626769930609458e-09,5.831772342717199412e-12,1.177850756961195907e-05,3.481631654076304917e-09
1.540624999999999894e-03,3.499143605932324995e-09,5.850248099341364456e-12,1.179116239295762816e-05,3.499148496468805045e-09
1.544249999999999833e-03,3.516765396991686623e-09,5.868844535334797046e-12,1.180388092525452315e-05,3.516770294007596488e-09
1.547874999999999772e-03,3.534493077471180584e-09,5.887562673825710023e-12,1.181666354888935939e-05,3.534497981055574943e-09
1.551499999999999928e-03,3.552327591972968131e-09,5.906403549214643288e-12,1.182951064965758722e-05,3.552332502215319388e-09
1.555124999999999867e-03,3.570269895476548641e-09,5.925368207324871728e-12,1.184242261680086477e-05,3.570274812466754371e-09
1.558749999999999806e-03,3.588320953478596153e-09,5.944457705553856010e-12,1.185539984304505071e-05,3.588325877306986548e-09
1.562374999999999745e-03,3.606481742135044601e-09,5.963673113029237216e-12,1.186844272463849018e-05,3.606486672892390739e-09
1.565999999999999901e-03,3.624753248405383261e-09,5.983015510765735390e-12,1.188155166139109520e-05,3.624758186182904551e-09
1.569624999999999840e-03,3.643136470199271208e-09,6.002485991825671855e-12,1.189472705671379266e-05,3.643141415088644077e-09
1.573249999999999779e-03,3.661632416525492694e-09,6.022085661481385803e-12,1.190796931765849584e-05,3.661637368618858033e-09
1.576874999999999718e-03,3.680242107643290254e-09,6.041815637379725297e-12,1.192127885495876533e-05,3.680247067033261685e-09
1.580499999999999874e-03,3.698966575216117315e-09,6.061677049710401957e-12,1.193465608307079871e-05,3.698971541995789465e-09
1.584124999999999813e-03,3.717806862467882685e-09,6.081671041376616341e-12,1.194810142021525529e-05,3.717811836730839462e-09
1.587749999999999752e-03,3.736764024341673698e-09,6.101798768167886191e-12,1.196161528841940110e-05,3.736769006181996970e-09
1.591374999999999908e-03,3.755839127661089929e-09,6.122061398935211623e-12,1.197519811356000266e-05,3.755844117173366971e-09
1.594999999999999847e-03,3.775033251294156890e-09,6.142460115772021688e-12,1.198885032540673401e-05,3.775038248573490312e-09
1.598624999999999786e-03,3.794347486319894154e-09,6.162996114193839783e-12,1.200257235766616311e-05,3.794352491461910170e-09
1.602249999999999725e-03,3.813782936197635913e-09,6.183670603324015585e-12,1.201636464802653959e-05,3.813787949298490961e-09
1.605874999999999881e-03,3.833340716939052287e-09,6.204484806080642829e-12,1.203022763820282810e-05,3.833345738095445435e-09
1.609499999999999820e-03,3.853021957283047567e-09,6.225439959368769745e-12,1.204416177398272758e-05,3.853026986592227131e-09
1.613124999999999759e-03,3.872827798873461769e-09,6.246537314271813826e-12,1.205816750527323947e-05,3.872832836433232757e-09
1.616749999999999915e-03,3.892759396439754179e-09,6.267778136250915585e-12,1.207224528614772378e-05,3.892764442348492355e-09
1.620374999999999854e-03,3.912817917980615114e-09,6.289163705344066937e-12,1.208639557489381569e-05,3.912822972337269476e-09
1.623999999999999793e-03,3.933004544950617572e-09,6.310695316369187277e-12,1.210061883406193690e-05,3.933009607854726900e-09
1.627624999999999732e-03,3.953320472450003899e-09,6.332374279132898526e-12,1.211491553051444043e-05,3.953325544001699234e-09
1.631249999999999888e-03,3.973766909417565284e-09,6.354201918638504518e-12,1.212928613547559064e-05,3.973771989717584815e-09
1.634874999999999827e-03,3.994345078826738980e-09,6.376179575301433578e-12,1.214373112458201764e-05,3.994350167976433840e-09
1.638499999999999766e-03,4.015056217885030802e-09,6.398308605166131905e-12,1.215825097793418127e-05,4.015061315986376644e-09
1.642124999999999922e-03,4.035901578236714906e-09,6.420590380126978147e-12,1.217284618014835016e-05,4.035906685392321830e-09
1.645749999999999861e-03,4.056882426168929975e-09,6.443026288153072967e-12,1.218751722040939219e-05,4.056887542482050801e-09
1.649374999999999800e-03,4.078000042821311602e-09,6.465617733516634592e-12,1.220226459252429850e-05,4.078005168395853451e-09
1.652999999999999739e-03,4.099255724399067398e-09,6.488366137025592472e-12,1.221708879497653253e-05,4.099260859339601615e-09
1.656624999999999895e-03,4.120650782389704931e-09,6.511272936259756228e-12,1.223199033098110240e-05,4.120655926801477013e-09
1.660249999999999834e-03,4.142186543783433997e-09,6.534339585809689909e-12,1.224696970854044475e-05,4.142191697772372695e-09
1.663874999999999773e-03,4.163864351297287903e-09,6.557567557523717486e-12,1.226202744050110309e-05,4.163869514970018451e-09
1.667499999999999712e-03,4.185685563603077069e-09,6.580958340754027667e-12,1.227716404461131084e-05,4.185690737066928634e-09
1.671124999999999867e-03,4.207651555559222114e-09,6.604513442609857405e-12,1.229238004357925699e-05,4.207656738922241854e-09
1.674749999999999807e-03,4.229763718446563194e-09,6.628234388214329053e-12,1.230767596513231743e-05,4.229768911817524533e-09
1.678374999999999746e-03,4.252023460208248170e-09,6.652122720967783795e-12,1.232305234207711296e-05,4.252028663696661550e-09
1.681999999999999901e-03,4.274432205693683064e-09,6.676180002810467233e-12,1.233850971236046353e-05,4.274437419409810005e-09
1.685624999999999840e-03,4.296991396906735039e-09,6.700407814494905254e-12,1.235404861913123852e-05,4.296996620961596415e-09
1.689249999999999780e-03,4.319702493258230116e-09,6.724807755860164495e-12,1.236966961080307109e-05,4.319707727763618559e-09
1.692874999999999719e-03,4.342566971822820045e-09,6.749381446112596143e-12,1.238537324111798222e-05,4.342572216891311527e-09
1.696499999999999874e-03,4.365586327600320925e-09,6.774130524109820612e-12,1.240116006921117193e-05,4.365591583345287167e-09
1.700124999999999813e-03,4.388762073781589728e-09,6.799056648650451595e-12,1.241703065967635604e-05,4.388767340317209779e-09
1.703749999999999752e-03,4.412095742019085156e-09,6.824161498768457650e-12,1.243298558263245474e-05,4.412101019460354492e-09
1.707374999999999908e-03,4.435588882702145900e-09,6.849446774033687262e-12,1.244902541379112995e-05,4.435594171164893795e-09
1.710999999999999847e-03,4.459243065237108742e-09,6.874914194856499909e-12,1.246515073452524249e-05,4.459248364838005712e-09
1.714624999999999786e-03,4.483059878332392210e-09,6.900565502798341689e-12,1.248136213193850700e-05,4.483065189188965731e-09
1.718249999999999725e-03,4.507040930288553257e-09,6.926402460887696808e-12,1.249766019893609893e-05,4.507046252519199345e-09
1.721874999999999881e-03,4.531187849293589909e-09,6.952426853940994886e-12,1.251404553429625249e-05,4.531193183017584699e-09
1.725499999999999820e-03,4.555502283723358373e-09,6.978640488890648652e-12,1.253051874274314789e-05,4.555507629060872184e-09
1.729124999999999759e-03,4.579985902447458643e-09,7.005045195117149189e-12,1.254708043502067097e-05,4.579991259519568381e-09
1.732749999999999915e-03,4.604640395140535644e-09,7.031642824789452373e-12,1.256373122796747719e-05,4.604645764069241352e-09
1.736374999999999854e-03,4.629467472599139872e-09,7.058435253207547968e-12,1.258047174459303325e-05,4.629472853507372168e-09
1.739999999999999793e-03,4.654468867064331961e-09,7.085424379156358835e-12,1.259730261415500028e-05,4.654474260075971069e-09
1.743624999999999732e-03,4.679646332550032035e-09,7.112612125260443892e-12,1.261422447223763691e-05,4.679651737789919362e-09
1.747249999999999888e-03,4.705001645177358663e-09,7.140000438349774316e-12,1.263123796083149829e-05,4.705007062771310034e-09
1.750874999999999827e-03,4.730536603515009544e-09,7.167591289829842742e-12,1.264834372841432945e-05,4.730542033589831746e-09
1.754499999999999766e-03,4.756253028925810481e-09,7.195386676058761496e-12,1.266554243003321394e-05,4.756258471609313674e-09
1.758124999999999705e-03,4.782152765919534383e-09,7.223388618729788390e-12,1.268283472738801840e-05,4.782158221340547810e-09
1.761749999999999861e-03,4.808237682512317029e-09,7.251599165264766622e-12,1.270022128891606201e-05,4.808243150800703083e-09
1.765374999999999800e-03,4.834509670592433853e-09,7.280020389209976736e-12,1.271770278987822586e-05,4.834515151879103793e-09
1.768999999999999739e-03,4.860970646293014297e-09,7.308654390643388990e-12,1.273527991244619730e-05,4.860976140709942308e-09
1.772624999999999895e-03,4.887622550371448875e-09,7.337503296586260017e-12,1.275295334579135427e-05,4.887628058051690267e-09
1.776249999999999834e-03,4.914467348595931501e-09,7.366569261423675819e-12,1.277072378617480649e-05,4.914472869673634289e-09
1.779874999999999773e-03,4.941507032139065111e-09,7.395854467333331820e-12,1.278859193703896152e-05,4.941512566749489870e-09
1.783499999999999712e-03,4.968743617978841604e-09,7.425361124720796272e-12,1.280655850910054416e-05,4.968749166258375528e-09
1.787124999999999868e-03,4.996179149307062266e-09,7.455091472664819387e-12,1.282462422044503384e-05,4.996184711393234885e-09
1.790749999999999807e-03,5.023815695945415411e-09,7.485047779368169388e-12,1.284278979662265893e-05,5.023821271976917616e-09
1.794374999999999746e-03,5.051655354769324551e-09,7.515232342620564459e-12,1.286105597074581393e-05,5.051660944886023484e-09
1.797999999999999902e-03,5.079700250139765629e-09,7.545647490266050798e-12,1.287942348358821657e-05,5.079705854482722056e-09
1.801624999999999841e-03,5.107952534343225363e-09,7.576295580683767418e-12,1.289789308368544214e-05,5.107958153054711867e-09
1.805249999999999780e-03,5.136414388039966134e-09,7.607179003272523739e-12,1.291646552743721629e-05,5.136420021263483662e-09
1.808874999999999719e-03,5.165088020720849715e-09,7.638300178949452167e-12,1.293514157921125615e-05,5.165093668601146603e-09
1.812499999999999875e-03,5.193975671172722319e-09,7.669661560655392838e-12,1.295392201144890722e-05,5.193981333855810833e-09
1.816124999999999814e-03,5.223079607952774554e-09,7.701265633870185126e-12,1.297280760477233541e-05,5.223085285585950747e-09
1.819749999999999753e-03,5.252402129871959839e-09,7.733114917137869178e-12,1.299179914809360619e-05,5.252407822603821744e-09
1.823374999999999692e-03,5.281945566487607753e-09,7.765211962602652095e-12,1.301089743872541558e-05,5.281951274468074412e-09
1.826999999999999848e-03,5.311712278605645088e-09,7.797559356554611259e-12,1.303010328249372685e-05,5.311718001985976402e-09
1.830624999999999787e-03,5.341704658792354301e-09,7.830159719985141273e-12,1.304941749385220470e-05,5.341710397725169229e-09
1.834249999999999726e-03,5.371925131896155731e-09,7.863015709154050890e-12,1.306884089599846543e-05,5.371930886535452969e-09
1.837874999999999882e-03,5.402376155579456610e-09,7.896130016168135463e-12,1.308837432099242947e-05,5.402381926080634444e-09
